station_id,STANAME,DRAIN_SQKM_x,HUC02,lat,lon,STATE,BOUND_SOURCE,HCDN_2009,HBN36,OLD_HCDN,NSIP_SENTINEL,FIPS_SITE,COUNTYNAME_SITE,NAWQA_SUID,p_mean,pet_mean,aridity_index,p_seasonality,frac_snow,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur,DRAIN_SQKM_y,ELEV_MEAN_M_BASIN,ELEV_STD_M_BASIN,SLOPE_PCT,RRMEAN,RRMEDIAN,BAS_COMPACTNESS,STREAMS_KM_SQ_KM,STRAHLER_MAX,TOPWET,CLAYAVE,SANDAVE,AWCAVE,PERMAVE,BDAVE,for_pc_use,crp_pc_use,urb_pc_use,selection_seed,selection_region,selection_note
02075500,"DAN RIVER AT PACES, VA",6697.781,03,36.64236056,-79.089459,VA,4,,,,,51083,Halifax,albe,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,S2 Cfa-SE,"Figure-inferred box lon=[-95.0, -75.0], lat=[28.0, 36.8]; disjoint resample excluding original S2 30 stations from selected_stations.csv; requested 30, selected 30"
02091814,"NEUSE RIVER NEAR FORT BARNWELL, NC",10219.89,03,35.313889,-77.302778,NC,1,,,,,37049,Craven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,S2 Cfa-SE,"Figure-inferred box lon=[-95.0, -75.0], lat=[28.0, 36.8]; disjoint resample excluding original S2 30 stations from selected_stations.csv; requested 30, selected 30"
02207400,"BRUSHY FORK CREEK AT BEAVER ROAD, NR LOGANVILLE,GA",21.2778,03,33.821497,-83.942408,GA,1,,,,,13135,Gwinnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,S2 Cfa-SE,"Figure-inferred box lon=[-95.0, -75.0], lat=[28.0, 36.8]; disjoint resample excluding original S2 30 stations from selected_stations.csv; requested 30, selected 30"
02208130,"SHOAL CREEK AT PAPER MILL RD, NR LAWRENCEVILLE, GA",13.9023,03,33.94972,-83.94833,GA,1,,,,,13135,Gwinnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,S2 Cfa-SE,"Figure-inferred box lon=[-95.0, -75.0], lat=[28.0, 36.8]; disjoint resample excluding original S2 30 stations from selected_stations.csv; requested 30, selected 30"
02217274,"WHEELER CREEK AT BILL CHEEK ROAD, NEAR AUBURN, GA",4.3182,03,34.08233,-83.85462,GA,1,,,,,13135,Gwinnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,S2 Cfa-SE,"Figure-inferred box lon=[-95.0, -75.0], lat=[28.0, 36.8]; disjoint resample excluding original S2 30 stations from selected_stations.csv; requested 30, selected 30"
02294330,LAKE LENA RUN NEAR AUBURNDALE FL,49.7961,03,28.000022,-81.812025,FL,1,,,,,12105,Polk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,S2 Cfa-SE,"Figure-inferred box lon=[-95.0, -75.0], lat=[28.0, 36.8]; disjoint resample excluding original S2 30 stations from selected_stations.csv; requested 30, selected 30"
02325000,FENHOLLOWAY RIVER NR PERRY FLA,419.5886,03,30.0713236,-83.6623725,FL,6,,,,,12123,Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,S2 Cfa-SE,"Figure-inferred box lon=[-95.0, -75.0], lat=[28.0, 36.8]; disjoint resample excluding original S2 30 stations from selected_stations.csv; requested 30, selected 30"
02404400,CHOCCOLOCCO CREEK AT JACKSON SHOAL NR LINCOLN AL,1240.422,03,33.54843832,-86.09691626,AL,1,,,,,1121,Talladega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,S2 Cfa-SE,"Figure-inferred box lon=[-95.0, -75.0], lat=[28.0, 36.8]; disjoint resample excluding original S2 30 stations from selected_stations.csv; requested 30, selected 30"
02405500,KELLY CREEK NEAR VINCENT AL,502.3188,03,33.44760728,-86.386924,AL,1,,,,,1117,Shelby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,S2 Cfa-SE,"Figure-inferred box lon=[-95.0, -75.0], lat=[28.0, 36.8]; disjoint resample excluding original S2 30 stations from selected_stations.csv; requested 30, selected 30"
02422500,MULBERRY CREEK AT JONES AL,527.5476,03,32.58291031,-86.90359911,AL,1,yes,,,yes,1047,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,S2 Cfa-SE,"Figure-inferred box lon=[-95.0, -75.0], lat=[28.0, 36.8]; disjoint resample excluding original S2 30 stations from selected_stations.csv; requested 30, selected 30"
